element 1,element 2,element 3,element 4,element 5,element 6,element 7,element 8,element 9,element 10,element 11,element 12,property
0.961719408,0.007923538,0.007923538,0,0.015847076,0,0.000346655,0.005843609,0.000396177,0,0,0,1.225097776
0.961792476,0.015654811,0.004402916,0,0.00342449,0.002935277,0.000244606,0.010762683,0.000293528,0,0,0.000489213,1.224585875
0.961835869,0.024943876,0.00598653,0.002494388,0.000997755,0.00199551,0.000149663,0.001496633,9.98E-05,0,0,0,1.224369143
0.961862308,0.007924715,0.007924715,0,0.01684002,0,0.000247647,0.004952947,0.000247647,0,0,0,1.225488342
0.961883856,0.024945121,0.005986829,0.002494512,0.000997805,0.00199561,0.000149671,0.001496707,4.99E-05,0,0,0,1.224482867
0.961894552,0.011694767,0.008771075,0,0.004872819,0.00243641,0.000292369,0.009745639,0.000292369,0,0,0,1.225076592
0.961990596,0.006367555,0.014694357,0.003918495,0.006367555,0.003918495,0.00039185,0.001861285,0.000489812,0,0,0,1.225697648
0.961995249,0.007917656,0.007917656,0,0.015835313,0,0.000247427,0.005839272,0.000247427,0,0,0,1.225751391
0.962008009,0.006836605,0.014649868,0.004883289,0.004883289,0.003906632,0.000390663,0.001953316,0.000488329,0,0,0,1.225698328
0.962032826,0.007909828,0.007909828,0,0.015819656,0,0.000247182,0.005833498,0.000247182,0,0,0,1.225839995
0.962165847,0.003408482,0.009738521,0.00486926,0.009738521,0.00486926,0.000389541,0.004382334,0.000438233,0,0,0,1.22602663
0.96222664,0.024850895,0.005964215,0,0.004970179,0,0.000248509,0.001491054,0.000248509,0,0,0,1.225343405
0.962326762,0.006831934,0.014639859,0.003903963,0.004879953,0.004879953,0.000390396,0.001659184,0.000487995,0,0,0,1.226455598
0.96257735,0.009822218,0.014733327,0.006875552,0.003928887,0,0.000245555,0.001669777,0.000147333,0,0,0,1.226971378
0.962630202,0.004936565,0.011847756,0.011847756,0.005923878,0,0.000246828,0.00227082,0.000296194,0,0,0,1.226997779
0.962655602,0,0.018550159,0,0.008786917,0.003417134,0.000244081,0.001171589,0.000292897,0,0.004881621,0,1.227583916
0.962705122,0.024863252,0.005967181,0,0.00497265,0,0.000248633,0.00099453,0.000248633,0,0,0,1.226479757
0.962867865,0.006419119,0.009875568,0.009875568,0.003456449,0.004937784,0.000296267,0.001975114,0.000296267,0,0,0,1.227484188
0.962966606,0,0.01475434,0.016721586,0.003442679,0,0.000245906,0.001770521,9.84E-05,0,0,0,1.227723844
0.963130915,0.014787066,0.006407729,0.002957413,0.007886435,0.002957413,0.000147871,0.001675868,4.93E-05,0,0,0,1.228012244
0.963139699,0.003408482,0.009738521,0.00486926,0.009738521,0.00486926,0.000389541,0.003408482,0.000438233,0,0,0,1.228347539
0.963345633,0.012792128,0.013776138,0,0.003936039,0.00295203,0.000246002,0.002164822,0.000295203,0,0,0.000492005,1.22872418
0.963486338,0.016799249,0.009881911,0,0.005929147,0,0.000247048,0.00335985,0.000296457,0,0,0,1.2288258
0.963523744,0.002949562,0.016714187,0.006882312,0.004915937,0.001966375,0.000245797,0.001966375,0.000245797,0,0,0.000589912,1.229407871
0.963618486,0.004916421,0.014749263,0.007866273,0.003933137,0.001966568,0.000344149,0.002261554,0.000344149,0,0,0,1.229508093
0.963879366,0.017886421,0.009936901,0,0.00596214,0,0.000248423,0.001788642,0.000298107,0,0,0,1.229725009
0.964057942,0.014831661,0.007910219,0.005932664,0.00395511,0,0.000247194,0.002471943,0.000296633,0,0,0.000296633,1.230156456
0.964068329,0.007853917,0.009817396,0.007853917,0.005890438,0,0.00049087,0.003436089,0.000589044,0,0,0,1.230402446
0.964138742,0.007348618,0.005878895,0.014697237,0.003919263,0.002449539,0.000293945,0.000979816,0.000293945,0,0,0,1.23029445
0.964235317,0.002919566,0.016544207,0.004865943,0.004865943,0.00340616,0.000340616,0.001946377,0.000291957,0,0,0.000583913,1.231111544
0.964324293,0.003375641,0.015431503,0.003375641,0.005304579,0.005786814,0.000337564,0.001446703,0.000289341,0,0,0.000327919,1.231271727
0.964417308,0.003375967,0.015432992,0.003375967,0.005305091,0.005787372,0.000289369,0.001446843,0.00024114,0,0,0.000327951,1.231492884
0.964652449,0.014810427,0.007898894,0,0.009873618,0,0.000394945,0.001974724,0.000394945,0,0,0,1.23171797
0.964681337,0,0.008941434,0.019869852,0.003477224,0,0.000347722,0.002285033,0.000397397,0,0,0,1.231485057
0.964799207,0,0.008924145,0,0.019831433,0,0.000247893,0.00594943,0.000247893,0,0,0,1.232684369
0.964818763,0.00339213,0.015506881,0.00339213,0.00436131,0.00581508,0.000339213,0.00193836,0.000290754,0,0,0.000145377,1.232436763
0.964894883,0.01586672,0.004462515,0,0.003470845,0,0.000247917,0.01090837,0.00014875,0,0,0,1.231954854
0.964912281,0.002923977,0.016569201,0.004873294,0.004873294,0.002923977,0.000243665,0.001949318,0.000146199,0,0,0.000584795,1.232726193
0.965081247,0.012841409,0.013829209,0,0.002963402,0.002469502,0.00024695,0.002173161,0.00039512,0,0,0,1.232846086
0.96509937,0.003393117,0.015511391,0.003393117,0.004362579,0.005816772,0.000290839,0.001745032,0.000242365,0,0,0.000145419,1.233105366
0.965252863,0.010812405,0.006880621,0,0.007863567,0.004914729,0.000393178,0.003440311,0.000442326,0,0,0,1.2331708
0.965321038,0.002943052,0.016677294,0.003924069,0.004905087,0.002943052,0.000294305,0.002158238,0.000343356,0,0,0.000490509,1.233712963
0.965342925,0.008263258,0.006805036,0.006805036,0.004374666,0.005832888,0.000388859,0.001555437,0.000340252,0,0,0.000291644,1.233333339
0.965452611,0.002928572,0.016595242,0.004880954,0.004880954,0.002928572,0.000244048,0.001757143,9.76E-05,0,0,0.000234286,1.234014318
0.965471461,0.002928629,0.016595566,0.004881049,0.004881049,0.002928629,0.000244052,0.001757178,7.81E-05,0,0,0.00023429,1.234059199
0.965524015,0.007857774,0.008839996,0.007857774,0.005893331,0,0.000491111,0.002946665,0.000589333,0,0,0,1.233846648
0.965530559,0.002896592,0.014482958,0.002896592,0.005310418,0.005793183,0.000434489,0.00222072,0.000434489,0,0,0,1.234110977
0.965540771,0.003411805,0.009748014,0.004874007,0.007798411,0.004874007,0.000389921,0.002924404,0.000438661,0,0,0,1.234018683
0.965546867,0.002928858,0.016596862,0.00488143,0.00488143,0.002928858,0.000195257,0.001757315,4.88E-05,0,0,0.000234309,1.234238733
0.965551181,0.011811024,0.008858268,0.002952756,0.003937008,0.002952756,0.000344488,0.002854331,0.000344488,0,0,0.000393701,1.233846811
0.965577596,0.008265266,0.00680669,0.00680669,0.004375729,0.005834306,0.000388954,0.001555815,0.000388954,0,0,0,1.233892081
0.965964981,0.006295495,0.014755066,0,0.009836711,0,0.000344285,0.002459178,0.000344285,0,0,0,1.235251431
0.965985197,0.002933153,0.016621203,0.002933153,0.005866307,0.002933153,0.000244429,0.002150979,9.78E-05,0,0,0.000234652,1.235313422
0.966302055,0.006867121,0.009810173,0.006867121,0.003924069,0.002943052,0.000245254,0.00225634,0.000294305,0,0,0.000490509,1.235727022
0.966583001,0.010827304,0.012795905,0,0.003937202,0.002952901,0.000246075,0.001870171,0.00029529,0,0,0.00049215,1.236453486
0.966671619,0.005942653,0.009904422,0.006933096,0.003466548,0,0.000346655,0.00633883,0.000396177,0,0,0,1.236587194
0.966686496,0.019829467,0.006940313,0,0.003965893,0,0.000297442,0.001982947,0.000297442,0,0,0,1.236228272
0.966725733,0.006300453,0.014766686,0,0.009844458,0,0.000344556,0.001673558,0.000344556,0,0,0,1.237068631
0.966815255,0,0.007924715,0,0.019811788,0,0.000247647,0.004952947,0.000247647,0,0,0,1.237477056
0.966865834,0.014814083,0.009876056,0,0.005925633,0,0.000246901,0.001975211,0.000296282,0,0,0,1.23695475
0.966933622,0.011791873,0.008843905,0,0.003930624,0.002947968,0.000245664,0.004520218,0.000294797,0,0,0.000491328,1.237136037
0.967074132,0.003943218,0.016758675,0.003943218,0.003450315,0,0.000345032,0.004140379,0.000345032,0,0,0,1.237864784
0.967150572,0.005945598,0.00990933,0.006936531,0.003468265,0,0.000346827,0.005846504,0.000396373,0,0,0,1.237736506
0.967167722,0.011867089,0.010878165,0,0.003955696,0,0.000346123,0.005439082,0.000346123,0,0,0,1.237741595
0.967230967,0.011880012,0.010890011,0,0.003960004,0,0.0002475,0.005544006,0.0002475,0,0,0,1.237890842
0.967230967,0.014850015,0.005940006,0,0.00990001,0,0.000297,0.001485001,0.000297,0,0,0,1.237827001
0.967261905,0.014880952,0.007936508,0,0.003968254,0,0.000248016,0.002380952,0.000347222,0,0,0.00297619,1.237817205
0.967277422,0,0.006455137,0.019861959,0.003475843,0,0.000347584,0.002184816,0.000397239,0,0,0,1.237622203
0.967324711,0,0.017504619,0.007099096,0.005445882,0,0.000340368,0.001944958,0.000340368,0,0,0,1.238508437
0.967326733,0.014851485,0.005940594,0,0.00990099,0,0.000247525,0.001485149,0.000247525,0,0,0,1.238055315
0.967373492,0.005462581,0.008938769,0.011918359,0.003476188,0,0.000347619,0.002085713,0.000397279,0,0,0,1.238173449
0.967407919,0.011833736,0.009861447,0,0.005916868,0,0.000246536,0.004437651,0.000295843,0,0,0,1.238325407
0.96750112,0.014930573,0.008958344,0,0.005972229,0,0.00034838,0.001990743,0.000298611,0,0,0,1.238444877
0.967565688,0.014900909,0.008940545,0,0.005960364,0,0.000347688,0.001986788,0.000298018,0,0,0,1.238599457
0.967646186,0.006431186,0.012862373,0.006925893,0.003462946,0,0.000296824,0.002077768,0.000296824,0,0,0,1.239031028
0.967661815,0,0.006457702,0.019869852,0.003477224,0,0.000347722,0.001788287,0.000397397,0,0,0,1.23854078
0.967678554,0.003929659,0.016701051,0.003929659,0.003929659,0,0.000343845,0.003143727,0.000343845,0,0,0,1.239317686
0.967710082,0.011849511,0.008887133,0,0.003949837,0.002468648,0.000345611,0.004443567,0.000345611,0,0,0,1.238991909
0.967741935,0.002932551,0.016617791,0.002932551,0.004887586,0.001955034,0.000244379,0.001955034,0.000146628,0,0,0.00058651,1.239494929
0.967748241,0.002931978,0.013682565,0.003909304,0.005863956,0.002931978,0.000293198,0.002443315,0.000195465,0,0,0,1.239396977
0.967789237,0,0.016618603,0.008309302,0.004887824,0,0.000244391,0.001564104,9.78E-05,0,0,0.000488782,1.239550443
0.967866822,0,0.017421603,0,0.005807201,0.005807201,0.000387147,0.00232288,0.000387147,0,0,0,1.239821899
0.967868339,0,0.015673981,0.007836991,0.005877743,0,0.000195925,0.002253135,0.000293887,0,0,0,1.239721263
0.968024529,0.003406823,0.005840269,0.004866891,0.009733781,0.004866891,0.000389351,0.002433445,0.00043802,0,0,0,1.239909661
0.968031189,0.002923977,0.013645224,0.003898635,0.005847953,0.002923977,0.000292398,0.002241715,0.000194932,0,0,0,1.240072135
0.968043724,0.006893495,0.009847851,0.006893495,0.002954355,0.002461963,0.000246196,0.002265006,0.000393914,0,0,0,1.239875829
0.968061892,0,0.014878,0.009918667,0.003967467,0,0.000347153,0.002479667,0.000347153,0,0,0,1.240083307
0.968185389,0.001472899,0.0072663,0.001963865,0.00392773,0.001963865,0.000245483,0.014728987,0.000245483,0,0,0,1.240018992
0.968186743,0.006894514,0.009849306,0.006894514,0.002954792,0.002462326,0.000246233,0.00226534,0.000246233,0,0,0,1.24021711
0.968237451,0.005946187,0.009910312,0.006937218,0.003468609,0,0.000346861,0.00475695,0.000396412,0,0,0,1.240344103
0.968331604,0.010869028,0.012845215,0,0.00296428,0.002470234,0.000247023,0.001877378,0.000395237,0,0,0,1.240620463
0.968373641,0.001468716,0.007147753,0.001958288,0.003916577,0.001958288,0.000244786,0.014687163,0.000244786,0,0,0,1.240467815
0.968423092,0.00290585,0.013560635,0.003874467,0.00290585,0.003874467,0.000339016,0.003002712,0.000339016,0,0,0.000774893,1.240960027
0.968429208,0,0.016463297,0,0.005810575,0.005810575,0.000435793,0.002614759,0.000435793,0,0,0,1.241122699
0.968506269,0.010859907,0.012834436,0,0.002961793,0.002468161,0.000246816,0.001875802,0.000246816,0,0,0,1.241037322
0.968542225,0.014885383,0.006450332,0,0.007938871,0,0.00024809,0.00168701,0.00024809,0,0,0,1.240918862
0.968556573,0.005942065,0.009903441,0.006932409,0.003466205,0,0.00034662,0.004456549,0.000396138,0,0,0,1.241109464
0.968556573,0.01188413,0.010893786,0,0.003466205,0,0.000148552,0.004951721,9.90E-05,0,0,0,1.24105747
0.968591494,0,0.012680453,0.001950839,0.006827936,0.003413968,0.000243855,0.001170503,0.000243855,0,0.004877097,0,1.241448491
0.968601896,0.011848341,0.009873618,0,0.002962085,0.002468404,0.00024684,0.003751975,0.00024684,0,0,0,1.241142116
0.968625425,0.002924005,0.014620026,0.004873342,0.003898673,0.002924005,0.000243667,0.001559469,9.75E-05,0,0,0.00023392,1.241494008
0.968644307,0.002924062,0.014620311,0.004873437,0.003898749,0.002924062,0.000243672,0.0015595,7.80E-05,0,0,0.000233925,1.241539111
0.968714476,0.01186181,0.008896357,0,0.002965452,0.00247121,0.000247121,0.004448179,0.000395394,0,0,0,1.241381085
0.968717466,0.005949135,0.009915225,0.006940657,0.003470329,0,0.000347033,0.004263547,0.000396609,0,0,0,1.24149589
0.968719843,0.00292429,0.014621451,0.004873817,0.003899054,0.00292429,0.000194953,0.001559621,4.87E-05,0,0,0.000233943,1.241719532
0.968745371,0.011850096,0.008887572,0,0.002962524,0.00246877,0.000246877,0.004443786,0.000395003,0,0,0,1.241455072
0.968745371,0.01481262,0.007900064,0,0.005925048,0,0.000345628,0.001975016,0.000296252,0,0,0,1.241396751
0.968748452,0.005943242,0.009905403,0.006933782,0.003466891,0,0.000346689,0.004259323,0.000396216,0,0,0,1.241569883
0.968804495,0,0.016469676,0,0.005812827,0.005812827,0.000387522,0.002325131,0.000387522,0,0,0,1.242020933
0.968807876,0,0.016570816,0.007115703,0.004386392,0,0.000341164,0.002436885,0.000341164,0,0,0,1.241993686
0.968898363,0,0.016471272,0,0.00581339,0.00581339,0.000339114,0.002325356,0.000339114,0,0,0,1.24224515
0.968940407,0.011888839,0.009907366,0,0.003467578,0,0.000346758,0.005052757,0.000396295,0,0,0,1.241947949
0.969036413,0.005945009,0.009908348,0.006935843,0.003467922,0,0.000346792,0.003963339,0.000396334,0,0,0,1.242260843
0.969039198,0.002907118,0.014535588,0.004845196,0.003876157,0.002907118,0.00024226,0.001550463,9.69E-05,0,0,0,1.242479882
0.969079375,0.011988611,0.007492882,0.001998102,0.003996204,0.001998102,0.00019981,0.002297817,0.000149858,0,0,0.000799241,1.242244184
0.96908856,0.014909055,0.006957559,0,0.003975748,0,0.000248484,0.004472716,0.000347878,0,0,0,1.242152175
0.969104935,0.002907315,0.014536574,0.004845525,0.00387642,0.002907315,0.000193821,0.001550568,7.75E-05,0,0,0,1.242636958
0.969123947,0.011818585,0.008863939,0,0.003939528,0.002954646,0.000246221,0.002265229,0.000295465,0,0,0.000492441,1.242382634
0.96913311,0.002907399,0.014536997,0.004845666,0.003876532,0.002907399,0.000193827,0.001550613,4.85E-05,0,0,0,1.242704294
0.969154327,0.011806956,0.008855217,0,0.003935652,0.002951739,0.000245978,0.002263,0.000295174,0,0,0.000491957,1.242455374
0.969275249,0,0.009800559,0,0.009800559,0.004900279,0.000392022,0.005390307,0.000441025,0,0,0,1.242989457
0.969324545,0.005451212,0.006937906,0.011893553,0.003468953,0,0.000346895,0.002180485,0.000396452,0,0,0,1.242793067
0.96933729,0.011869436,0.008902077,0,0.002967359,0.002472799,0.00024728,0.003956479,0.00024728,0,0,0,1.242874079
0.969372584,0.009911785,0.009911785,0,0.003964714,0,0.000247795,0.006343542,0.000247795,0,0,0,1.243020177
0.969402911,0.00990197,0.00990197,0,0.003960788,0,0.000247549,0.006337261,0.000247549,0,0,0,1.243092726
0.969433178,0.009892175,0.009892175,0,0.00395687,0,0.000247304,0.006330992,0.000247304,0,0,0,1.243165133
0.969534584,0,0.007938871,0,0.017862459,0,0.00024809,0.004167907,0.00024809,0,0,0,1.2438873
0.969550039,0.002909232,0.013576416,0.002909232,0.003878976,0.002909232,0.000242436,0.001939488,0.000145462,0,0,0.001939488,1.243679756
0.969601419,0.011824408,0.008868306,0,0.003941469,0.002956102,0.000246342,0.001773661,0.00029561,0,0,0.000492684,1.243526252
0.969602948,0,0.011635235,0,0.005817618,0,0.000387841,0.002424007,0.000436321,0,0.009696029,0,1.243918644
0.969666832,0,0.017901542,0,0.010939831,0,0.000248633,0.00099453,0.000248633,0,0,0,1.244295241
0.969678924,0.010917572,0.009925066,0,0.003473773,0,0.000347377,0.005260285,0.000397003,0,0,0,1.243738187
0.969792539,0.011826738,0.009855615,0,0.003449465,0.002956685,0.00024639,0.001774011,9.86E-05,0,0,0,1.244001656
0.969840331,0.005913661,0.00394244,0.00197122,0.00394244,0.00197122,0.000295683,0.011827321,0.000295683,0,0,0,1.243981917
0.969883099,0,0.015851001,0.0079255,0.00396275,0,0.000247672,0.001981375,0.000148603,0,0,0,1.244517749
0.969942654,0.009887285,0.009887285,0,0.003954914,0,0.000247182,0.005833498,0.000247182,0,0,0,1.244390713
0.969967734,0.010920824,0.009928022,0,0.003474808,0,0.000347481,0.004964011,0.000397121,0,0,0,1.244432546
0.969972343,0.011853023,0.008889767,0,0.002963256,0.00246938,0.000246938,0.003358356,0.000246938,0,0,0,1.244398013
0.970016089,0.00292526,0.013651212,0.00292526,0.003900346,0.003412803,0.00034128,0.001950173,0.000292526,0,0,0.000585052,1.24479705
0.970027141,0.002939476,0.014697381,0.002939476,0.003919302,0.002939476,0.000244956,0.001959651,9.80E-05,0,0,0.000235158,1.244863877
0.970068162,0.011854193,0.008890645,0,0.003951398,0.002469624,0.000345747,0.002074484,0.000345747,0,0,0,1.244644341
0.970090516,0.002951594,0.011806375,0.003935458,0.005903188,0.002951594,0.000196773,0.001967729,0.000196773,0,0,0,1.244936442
0.970134494,0.011867089,0.008900316,0,0.003955696,0,0.000346123,0.004450158,0.000346123,0,0,0,1.244791294
0.970145571,0.011843079,0.007895386,0,0.00592154,0,0.000246731,0.003651616,0.000296077,0,0,0,1.244829488
0.970160369,0.010922993,0.009929994,0,0.003475498,0,0.00034755,0.004766397,0.0003972,0,0,0,1.244895677
0.970196887,0.009819807,0.009819807,0,0.003927923,0.002945942,0.000245495,0.002258556,0.000294594,0,0,0.00049099,1.245023253
0.97020097,0.011880012,0.007920008,0,0.003960004,0,0.0003465,0.005346005,0.0003465,0,0,0,1.244918832
0.970278423,0.011868849,0.008901637,0,0.002967212,0.002472677,0.000247268,0.002868305,0.000395628,0,0,0,1.245133857
0.970302795,0.002911491,0.011645963,0.003881988,0.002911491,0.003881988,0.000339674,0.00300854,0.000339674,0,0,0.000776398,1.245393139
0.970310657,0.002949273,0.014746363,0.002949273,0.003932363,0.002949273,0.000147464,0.001966182,4.92E-05,0,0,0,1.245543761
0.970355731,0.008893281,0.009881423,0,0.003952569,0,0.000247036,0.006422925,0.000247036,0,0,0,1.24539278
0.970388136,0,0.014683569,0.007831237,0.004894523,0,0.000244726,0.001370466,9.79E-05,0,0,0.000489452,1.245696102
0.970435124,0.012768883,0.003928887,0.004911109,0.003928887,0.002455554,0.000294667,0.000982222,0.000294667,0,0,0,1.245390229
0.970478789,0.005953858,0.009923096,0.006946167,0.003473084,0,0.000347308,0.002480774,0.000396924,0,0,0,1.245721643
0.970478789,0.010915406,0.009923096,0,0.003473084,0,0.000347308,0.004465393,0.000396924,0,0,0,1.245660944
0.970496894,0.002911491,0.01552795,0.002911491,0.005337733,0,0.000339674,0.002135093,0.000339674,0,0,0,1.246045282
0.970508055,0.011895911,0.009913259,0,0.003469641,0,0.000148699,0.003965304,9.91E-05,0,0,0,1.245708024
0.970516581,0.008949436,0.009943817,0,0.003480336,0,0.000348034,0.006364043,0.000397753,0,0,0,1.245774749
0.970530452,0.003929273,0.014734774,0.003929273,0.003929273,0,0.000343811,0.002259332,0.000343811,0,0,0,1.246062067
0.970535537,0.011945053,0.008461079,0,0.003981684,0,0.000248855,0.004379853,0.000298626,0,0,0.000149313,1.245740007
0.970538271,0,0.016502451,0.004853662,0.005824395,0,0.000242683,0.001553172,9.71E-05,0,0,0.000388293,1.246183593
0.970547539,0.011860051,0.008895039,0,0.00395335,0,0.000345918,0.004052184,0.000345918,0,0,0,1.245783775
0.970556161,0.007931,0.010905125,0,0.007931,0,0.000297413,0.002081888,0.000297413,0,0,0,1.246022446
0.9705751,0.008931673,0.009924081,0,0.003473428,0,0.000347343,0.006351412,0.000396963,0,0,0,1.245914835
0.970576619,0.012835703,0.007898894,0,0.005924171,0,0.000394945,0.001974724,0.000394945,0,0,0,1.245842564
0.970594079,0.010927876,0.008940989,0,0.003477051,0,0.000397377,0.005265249,0.000397377,0,0,0,1.245904148
0.970595503,0.011860638,0.007907092,0,0.003459353,0.002965159,0.000247097,0.002866321,9.88E-05,0,0,0,1.245872631
0.970632494,0,0.016504053,0.004854133,0.00582496,0,0.000194165,0.001553323,4.85E-05,0,0,0.000388331,1.246409117
0.970642293,0.010928419,0.008941434,0,0.003477224,0,0.000347722,0.005265511,0.000397397,0,0,0,1.246019484
0.970671431,0.010917572,0.009925066,0,0.003473773,0,0.000347377,0.004267778,0.000397003,0,0,0,1.246124088
0.970679612,0.002912621,0.011650485,0.003883495,0.002912621,0.003883495,0.000339806,0.002621359,0.000339806,0,0,0.000776699,1.24629763
0.970700511,0.005949135,0.008923702,0.006940657,0.003470329,0,0.000347033,0.003272024,0.000396609,0,0,0,1.24622357
0.970744811,0.002930403,0.013675214,0.002930403,0.003907204,0.002930403,0.0002442,0.001953602,9.77E-05,0,0,0.000586081,1.246545035
0.970835197,0.010930591,0.008943211,0,0.003477915,0,0.000198738,0.005266557,0.000347792,0,0,0,1.246481037
0.970864149,0.008934333,0.009927036,0,0.003474463,0,0.000347446,0.006055492,0.000397081,0,0,0,1.246611224
0.97086813,0.002913187,0.011652748,0.003884249,0.002913187,0.003884249,0.000339872,0.002427656,0.000339872,0,0,0.00077685,1.246750131
0.970893548,0.004070832,0.005088541,0,0.005088541,0,0.000305312,0.014247914,0.000305312,0,0,0,1.246481872
0.970902613,0.011876485,0.008907363,0,0.003958828,0,0.000346397,0.003661916,0.000346397,0,0,0,1.246637208
0.970912144,0.011852437,0.007901625,0,0.005926219,0,0.000246926,0.002864339,0.000296311,0,0,0,1.246670168
0.970931382,0.011864742,0.008898556,0,0.003954914,0,0.000346055,0.003658295,0.000346055,0,0,0,1.246706227
0.971015196,0,0.009710152,0,0.005826091,0,0.000388406,0.002913046,0.000436957,0,0.009710152,0,1.247244029
0.971018083,0.005945009,0.008917513,0.006935843,0.003467922,0,0.000346792,0.002972504,0.000396334,0,0,0,1.246986083
0.971029675,0.002937174,0.013706811,0.002937174,0.003916232,0.002937174,0.000244764,0.001958116,9.79E-05,0,0,0.000234974,1.24722832
0.971037493,0,0.014878,0.006943067,0.003967467,0,0.000347153,0.002479667,0.000347153,0,0,0,1.247258711
0.971075402,0.011866502,0.008899876,0,0.002966625,0.002472188,0.000247219,0.002076638,0.00039555,0,0,0,1.247046205
0.971210545,0.005946187,0.008919281,0.006937218,0.003468609,0,0.000346861,0.002774887,0.000396412,0,0,0,1.247448334
0.971392491,0.002914177,0.013599495,0.002914177,0.00388557,0.002914177,0.000242848,0.001942785,0.000194278,0,0,0,1.248093929
0.97148132,0,0.016518486,0.004858378,0.004858378,0,0.000242919,0.001554681,9.72E-05,0,0,0.00038867,1.248429332
0.971486861,0,0.006800408,0,0.005828921,0.002914461,0.000388595,0.002428717,0.000437169,0,0.009714869,0,1.248307224
0.97149938,0.005947955,0.008921933,0.006939281,0.003469641,0,0.000346964,0.002478315,0.00039653,0,0,0,1.248142045
0.971547402,0,0.01651961,0.004858709,0.004858709,0,0.000194348,0.001554787,7.77E-05,0,0,0.000388697,1.248587644
0.971575725,0,0.016520091,0.00485885,0.00485885,0,0.000194354,0.001554832,4.86E-05,0,0,0.000388708,1.248655511
0.971655941,0.007368473,0.010807093,0,0.003929852,0.002947389,0.000245616,0.002259665,0.000294739,0,0,0.000491232,1.248593313
0.971671949,0,0.004952456,0.002971474,0.011885895,0.002476228,0.000297147,0.005447702,0.000297147,0,0,0,1.248702287
0.971683761,0.007361241,0.010796486,0,0.003925995,0.002944496,0.000245375,0.002257447,0.00029445,0,0,0.000490749,1.248659809
0.971692033,0.005453374,0.009915225,0.00396609,0.003470329,0,0.000347033,0.004759308,0.000396609,0,0,0,1.248653224
0.971692033,0.005949135,0.008923702,0.006940657,0.003470329,0,0.000347033,0.002280502,0.000396609,0,0,0,1.248604742
0.971720073,0.004952702,0.009905403,0.005943242,0.003466891,0,0.000346689,0.003268783,0.000396216,0,0,0,1.248717158
0.971755876,0,0.014813352,0.003950227,0.005925341,0,0.000493778,0.002468892,0.000592534,0,0,0,1.249041577
0.971824024,0.011863569,0.008897677,0,0.002965892,0.002471577,0.000247158,0.001482946,0.000247158,0,0,0,1.248841911
0.971842002,0.002933125,0.013687916,0.002933125,0.003910833,0.001955417,0.000244427,0.001759875,0.000146656,0,0,0.000586625,1.249179926
0.971935007,0.006893156,0.005908419,0.007877893,0.00295421,0.002461841,0.000246184,0.001477105,0.000246184,0,0,0,1.249091723
0.971953338,0.010920824,0.00893522,0,0.003474808,0,0.000347481,0.003971209,0.000397121,0,0,0,1.249174139
0.971953531,0,0.016526515,0.002916444,0.005832888,0,0.000340252,0.001555437,0.000291644,0,0,0.000583289,1.249592451
0.972008918,0.005945009,0.008917513,0.006935843,0.003467922,0,0.000346792,0.00198167,0.000396334,0,0,0,1.249365648
0.972049844,0.008936107,0.008936107,0,0.003475153,0,0.000347515,0.005858114,0.00039716,0,0,0,1.249431175
0.972058245,0.003935458,0.008854782,0.003935458,0.003935458,0,0.000442739,0.00639512,0.000442739,0,0,0,1.24950602
0.972064277,0.011866502,0.008899876,0,0.003461063,0,0.000148331,0.003461063,9.89E-05,0,0,0,1.249416933
0.972118682,0,0.018885741,0,0.003478952,0,0.000347895,0.004771135,0.000397595,0,0,0,1.250050173
0.972201576,0.005946187,0.008919281,0.006937218,0.003468609,0,0.000346861,0.001783856,0.000396412,0,0,0,1.249828358
0.972249557,0.003936233,0.008856524,0.003936233,0.003936233,0,0.00034442,0.006396379,0.00034442,0,0,0,1.249964425
0.972284353,0.002917437,0.011669746,0.002917437,0.003403676,0.002917437,0.00024312,0.001555966,0.000145872,0,0,0.001944958,1.250163536
0.972359329,0.0029615,0.014807502,0,0.0029615,0.002467917,0.000246792,0.003948667,0.000246792,0,0,0,1.250443877
0.972530453,0,0.017754106,0,0.005918035,0,0.000345219,0.003156285,0.000295902,0,0,0,1.251030214
0.972563674,0.003933523,0.008850428,0.003933523,0.003933523,0,0.000442521,0.005900285,0.000442521,0,0,0,1.250725178
0.972629278,0,0.01887636,0,0.003477224,0,0.000347722,0.004272018,0.000397397,0,0,0,1.251279486
0.972656444,0.008932559,0.008932559,0,0.003473773,0,0.000347377,0.005260285,0.000397003,0,0,0,1.250893705
0.972683556,0.010906747,0.008923702,0,0.003470329,0,0.000347033,0.003272024,0.000396609,0,0,0,1.250931131
0.972710026,0,0.015566474,0.004864523,0.004864523,0,0.000243226,0.001362066,9.73E-05,0,0,0.000291871,1.251337539
0.972754992,0.003934297,0.008852169,0.003934297,0.003934297,0,0.000344251,0.005901446,0.000344251,0,0,0,1.251183837
0.972776275,0,0.015567534,0.004864854,0.004864854,0,0.000194594,0.001362159,7.78E-05,0,0,0.000291891,1.251496447
0.97280467,0,0.015567988,0.004864996,0.004864996,0,0.0001946,0.001362199,4.86E-05,0,0,0.0002919,1.25156457
0.972840714,0.002936139,0.011744556,0,0.003425495,0.001174456,0.000293614,0.007340347,0.000244678,0,0,0,1.251460518
